# Taxa	W1	W10	W11	W12	W13	W14	W15	W16	W17	W19	W2	W20	W21	W22	W23	W24	W25	W26	W27	W28	W29	W3	W30	W31	W32	W33	W34	W35	W36	W37	W38	W39	W4	W40	W41	W42	W43	W44	W45	W46	W47	W48	W49	W5	W50	W51	W52	W53	W54	W55	W56	W57	W58	W59	W6	W60	W7	W8	W9
D_0__Bacteria_D_1__Fibrobacteres_D_2__Fibrobacteria_D_3__Fibrobacterales______	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Patescibacteria_D_2__Berkelbacteria_D_3__uncultured bacterium_D_4___D_5__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria_D_3__Arenicellales_D_4__Arenicellaceae_D_5__uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001869159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Omnitrophicaeota_D_2__uncultured bacterium_D_3___D_4___D_5__	0	0	0	0	0	0	0	0	0.001330672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001308901	0	0	0	0	0.001196172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000773994	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria_D_3__Sphingomonadales_D_4__Sphingomonadaceae_D_5__Sandarakinorhabdus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Cyanobacteria_D_2__Oxyphotobacteria_________	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002757353	0	0	0.001212121	0	0	0	0.001196172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005605381	0	0	0	0	0	0	0	0.005759539	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Bacteroidetes_D_2__Ignavibacteria_D_3__Kryptoniales_D_4__BSV26___	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria_D_3__uncultured_D_4__uncultured deep-sea bacterium_D_5__	0	0	0	0	0	0.003652301	0	0	0	0	0	0	0	0.002560819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002005013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria_D_3__Rhizobiales_D_4__Hyphomicrobiaceae_D_5__Hyphomicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria_D_3__Betaproteobacteriales_D_4__Nitrosomonadaceae_D_5__Ellin6067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Firmicutes_D_2__Clostridia_D_3__Clostridiales_D_4__Clostridiaceae 1_D_5__Fonticella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria_D_3__Sphingomonadales_D_4__Sphingomonadaceae_D_5__Novosphingobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005235602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Deltaproteobacteria_D_3__Myxococcales_D_4__mle1-27_D_5__metagenome	0	0	0	0	0	0	0	0	0	0	0	0	0.004597701	0	0	0	0	0	0	0	0.001142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003629764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Bacteroidetes_D_2__Chlorobia_D_3__Chlorobiales_D_4__Chlorobiaceae___	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004950495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria_D_3__Paracaedibacterales_D_4__Paracaedibacteraceae_D_5__uncultured	0	0	0.003484321	0	0	0	0	0	0	0	0	0	0.003831418	0	0	0.001438849	0	0	0	0	0	0	0	0	0	0	0.004361371	0	0	0	0	0	0	0	0	0	0.003176044	0	0	0	0	0.000957396	0	0	0	0	0	0.002470152	0	0.003501094	0	0	0.001393728	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Deltaproteobacteria_________	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Planctomycetes_D_2__Planctomycetacia_D_3__Pirellulales_D_4__Pirellulaceae_D_5__Blastopirellula	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001509814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001235076	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria_D_3__Betaproteobacteriales_D_4__Nitrosomonadaceae_D_5__mle1-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__LCP-89____________	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Chloroflexi_D_2__Dehalococcoidia_D_3__Dehalococcoidales_D_4__Dehalococcoidaceae_D_5__Dehalogenimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Bacteroidetes_D_2__Bacteroidia_D_3__Sphingobacteriales_D_4__AKYH767_D_5__metagenome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Bacteroidetes_D_2__Bacteroidia_D_3__Bacteroidales_D_4__SB-5___	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Acidobacteria_D_2__Aminicenantia_D_3__Aminicenantales_D_4__uncultured bacterium_D_5__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Bacteroidetes_D_2__Ignavibacteria_D_3__Ignavibacteriales_D_4__BSV40_D_5__uncultured bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Spirochaetes_D_2__Spirochaetia_D_3__Spirochaetales_D_4__Spirochaetaceae_D_5__uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Spirochaetes_D_2__Spirochaetia_D_3__Spirochaetales_D_4__Spirochaetaceae_D_5__Spirochaeta 2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Bacteroidetes_D_2__Ignavibacteria_D_3__Kryptoniales_D_4__BSV26_D_5__uncultured soil bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Chloroflexi_D_2__Dehalococcoidia_D_3__GIF3_D_4__Dehalococcoidia bacterium SCGC AB-540-C11_D_5__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Bacteroidetes_D_2__Bacteroidia_D_3__Chitinophagales_D_4__Chitinophagaceae_D_5__Terrimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Deltaproteobacteria_D_3__Sva0485______	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Spirochaetes_D_2__Spirochaetia_D_3__Brevinematales_D_4__Brevinemataceae_D_5__Brevinema	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Elusimicrobia_D_2__Endomicrobia_D_3__Endomicrobiales_D_4__Endomicrobiaceae_D_5__Candidatus Endomicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Planctomycetes_D_2__Phycisphaerae_D_3__Tepidisphaerales_D_4__WD2101 soil group___	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Acidobacteria_D_2__Aminicenantia_D_3__Aminicenantales_D_4__uncultured Aminicenantes bacterium_D_5__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Bacteroidetes_D_2__Ignavibacteria_D_3__OPB56_D_4__uncultured sludge bacterium A12b_D_5__	0.007486631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria_D_3__Betaproteobacteriales_D_4__Nitrosomonadaceae___	0	0	0	0	0	0	0	0	0.004657352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Actinobacteria_D_2__Acidimicrobiia_D_3__Microtrichales_D_4__uncultured_D_5__metagenome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003063457	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Deltaproteobacteria_D_3__Oligoflexales_D_4__0319-6G20___	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Bacteroidetes_D_2__Bacteroidia_D_3__Cytophagales_D_4__Spirosomaceae_D_5__Emticicia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001838235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Deltaproteobacteria_D_3__Oligoflexales_D_4__Oligoflexaceae_D_5__Oligoflexus	0	0	0	0.00234192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001818182	0	0	0	0	0.001759531	0	0	0	0	0	0	0	0	0	0	0.00348675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria_D_3__Rickettsiales_D_4__Rickettsiaceae_D_5__uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Chloroflexi_D_2__Anaerolineae_D_3__Anaerolineales_D_4__Anaerolineaceae_D_5__Pelolinea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Chlamydiae_D_2__Chlamydiae_D_3__Chlamydiales_D_4__Simkaniaceae_D_5__uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001196172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria_D_3__Betaproteobacteriales_D_4__Burkholderiaceae_D_5__Ideonella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Archaea_D_1__Nanoarchaeaeota_D_2__Woesearchaeia_D_3__Candidatus Staskawiczbacteria bacterium RIFOXYA2_FULL_32_7_D_4___D_5__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Bacteroidetes_D_2__Bacteroidia_D_3__Bacteroidales_D_4__Bacteroidetes BD2-2_D_5__uncultured bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Nitrospirae_D_2__Thermodesulfovibrionia_D_3__uncultured_D_4__uncultured Nitrospirae bacterium_D_5__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Omnitrophicaeota_D_2__Candidatus Omnitrophus magneticus_D_3___D_4___D_5__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Bacteroidetes_D_2__Ignavibacteria_D_3__Kryptoniales_D_4__BSV26_D_5__Ignavibacteria bacterium RIFCSPLOWO2_12_FULL_56_21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Bacteroidetes_D_2__Bacteroidia_D_3__Sphingobacteriales_D_4__uncultured_D_5__uncultured bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Patescibacteria_D_2__Saccharimonadia_D_3__Saccharimonadales_D_4__uncultured prokaryote_D_5__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Bacteroidetes_D_2__Bacteroidia_D_3__Bacteroidetes VC2.1 Bac22_D_4__uncultured soil bacterium_D_5__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Bacteroidetes_D_2__Ignavibacteria_D_3__Ignavibacteriales_D_4__SR-FBR-L83_D_5__uncultured bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Nitrospirae_D_2__Nitrospira_D_3__Nitrospirales_D_4__Nitrospiraceae_D_5__Nitrospira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Archaea_D_1__Nanoarchaeaeota_D_2__Woesearchaeia_D_3__Candidatus Diapherotrites archaeon ADurb.Bin253_D_4___D_5__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria_D_3__Rhodospirillales_D_4__Magnetospirillaceae_D_5__Magnetospirillum	0.002139037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003537736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria_D_3__Gammaproteobacteria Incertae Sedis_D_4__Unknown Family___	0	0	0	0	0.00462963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001519757	0	0	0	0	0	0	0	0	0.001794258	0.003519062	0	0	0	0	0	0	0	0	0	0	0	0.001436094	0	0	0	0	0	0.001235076	0	0	0	0.003599712	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Verrucomicrobia_D_2__Verrucomicrobiae_D_3__Opitutales_D_4__Opitutaceae_D_5__Cephaloticoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0041841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria_D_3__Betaproteobacteriales_D_4__Nitrosomonadaceae_D_5__966-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002872188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Patescibacteria_D_2__Saccharimonadia_D_3__Saccharimonadales_D_4__uncultured candidate division WS5 bacterium_D_5__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001879699	0	0	0	0	0.002803738	0	0	0	0	0.002242152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Actinobacteria_D_2__Actinobacteria_D_3__Micrococcales_D_4__Intrasporangiaceae_D_5__Oryzihumus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Cloacimonetes_D_2__Cloacimonadia_D_3__Cloacimonadales_D_4__PBS-18_D_5__uncultured bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Deltaproteobacteria_D_3__Syntrophobacterales_D_4__Syntrophobacteraceae_D_5__uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria_D_3__KI89A clade_D_4__uncultured gamma proteobacterium_D_5__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Firmicutes_D_2__Clostridia_D_3__Clostridiales_D_4__Ruminococcaceae_D_5__Ruminococcus 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Chlamydiae_D_2__Chlamydiae_D_3__Chlamydiales_D_4__cvE6___	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Verrucomicrobia_D_2__Verrucomicrobiae_D_3__Opitutales_D_4__Opitutaceae_D_5__Lacunisphaera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Actinobacteria_D_2__Actinobacteria_D_3__PeM15_D_4__uncultured bacterium_D_5__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Chloroflexi_D_2__Anaerolineae_D_3__SJA-15_D_4__uncultured bacterium SJA-15_D_5__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Omnitrophicaeota_D_2__Omnitrophica WOR_2 bacterium RIFCSPLOWO2_12_FULL_51_24_D_3___D_4___D_5__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Dependentiae_D_2__Babeliae_D_3__Babeliales_D_4__candidate division TM6 bacterium GW2011_GWF2_37_49_D_5__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001269841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Bacteroidetes_D_2__Bacteroidia_D_3__Chitinophagales_D_4__37-13_D_5__metagenome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
